"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 05, 2018","375.68","379.07","379.07","375.45","248.56M","-1.09%"
"Sep 04, 2018","379.83","383.18","384.02","378.59","221.98M","-0.70%"
"Sep 03, 2018","382.51","381.92","382.76","381.60","126.94M","0.07%"
"Aug 31, 2018","382.26","385.06","385.06","382.02","227.46M","-0.80%"
"Aug 30, 2018","385.36","386.52","386.52","383.90","177.51M","-0.32%"
"Aug 29, 2018","386.58","385.89","386.75","384.66","169.04M","0.29%"
"Aug 28, 2018","385.46","386.00","386.80","385.40","161.59M","-0.03%"
"Aug 27, 2018","385.57","384.07","385.83","384.07","58.89M","0.52%"
"Aug 24, 2018","383.56","383.37","384.80","382.96","134.08M","0.05%"
"Aug 23, 2018","383.38","384.16","385.31","383.32","147.33M","-0.17%"
"Aug 22, 2018","384.02","383.66","385.00","383.27","160.33M","-0.03%"
"Aug 21, 2018","384.15","382.71","385.27","382.36","149.22M","0.24%"
"Aug 20, 2018","383.23","381.33","384.05","381.33","141.32M","0.57%"
"Aug 17, 2018","381.06","381.44","382.09","379.09","172.11M","-0.10%"
"Aug 16, 2018","381.43","380.30","381.75","379.85","194.05M","0.46%"
"Aug 15, 2018","379.70","385.18","385.87","378.73","212.46M","-1.36%"
"Aug 14, 2018","384.92","385.51","387.22","384.01","184.24M","0.00%"
"Aug 13, 2018","384.91","385.62","385.72","383.65","168.91M","-0.25%"
"Aug 10, 2018","385.86","389.91","389.91","384.97","206.28M","-1.07%"
"Aug 09, 2018","390.05","389.01","390.10","388.07","149.76M","0.09%"
"Aug 08, 2018","389.69","389.73","390.66","388.88","161.80M","-0.20%"
"Aug 07, 2018","390.49","388.85","391.47","388.85","170.20M","0.47%"
"Aug 06, 2018","388.66","389.44","390.31","387.59","181.17M","-0.13%"
"Aug 03, 2018","389.16","387.33","389.63","387.09","179.25M","0.65%"
"Aug 02, 2018","386.64","389.46","389.46","385.93","254.09M","-0.82%"
"Aug 01, 2018","389.84","391.81","392.26","389.59","233.92M","-0.45%"
"Jul 31, 2018","391.61","390.76","392.69","390.37","235.59M","0.18%"
"Jul 30, 2018","390.92","391.17","391.72","390.39","170.86M","-0.30%"
"Jul 27, 2018","392.08","390.34","392.20","390.34","210.31M","0.40%"
"Jul 26, 2018","390.53","387.65","390.63","387.65","192.17M","0.87%"
"Jul 25, 2018","387.17","388.42","388.69","386.60","192.54M","-0.26%"
"Jul 24, 2018","388.18","385.70","389.31","385.70","209.39M","0.86%"
"Jul 23, 2018","384.88","385.55","385.69","383.59","155.77M","-0.19%"
"Jul 20, 2018","385.62","385.63","386.84","382.91","207.53M","-0.15%"
"Jul 19, 2018","386.18","387.03","387.52","385.64","188.28M","-0.23%"
"Jul 18, 2018","387.06","385.60","387.56","385.60","183.62M","0.54%"
"Jul 17, 2018","384.98","384.03","385.46","382.74","190.16M","0.24%"
"Jul 16, 2018","384.05","385.21","385.98","383.32","155.52M","-0.25%"
"Jul 13, 2018","385.03","384.92","386.53","384.67","164.82M","0.17%"
"Jul 12, 2018","384.37","382.08","384.47","381.29","187.23M","0.78%"
"Jul 11, 2018","381.40","384.56","384.56","381.08","196.72M","-1.26%"
"Jul 10, 2018","386.25","385.17","386.87","384.66","185.27M","0.43%"
"Jul 09, 2018","384.59","383.45","385.15","383.45","169.28M","0.58%"
"Jul 06, 2018","382.36","382.12","382.91","380.31","181.71M","0.20%"
"Jul 05, 2018","381.59","379.71","383.41","379.71","191.10M","0.41%"
"Jul 04, 2018","380.05","379.56","380.60","379.00","148.72M","0.06%"
"Jul 03, 2018","379.81","377.34","380.98","377.21","229.78M","0.81%"
"Jul 02, 2018","376.75","378.59","378.59","375.22","200.64M","-0.84%"
"Jun 29, 2018","379.93","378.33","381.69","378.33","246.22M","0.81%"
"Jun 28, 2018","376.87","379.02","380.24","375.11","214.77M","-0.82%"
"Jun 27, 2018","379.97","377.36","381.77","374.38","319.22M","0.72%"
"Jun 26, 2018","377.25","377.82","378.78","376.82","229.62M","0.05%"
"Jun 25, 2018","377.05","383.80","383.80","377.05","182.51M","-2.07%"
"Jun 22, 2018","385.01","381.03","385.01","381.03","194.40M","1.09%"
"Jun 21, 2018","380.85","384.72","386.12","380.15","212.30M","-0.90%"
"Jun 20, 2018","384.29","383.96","386.55","383.96","220.00M","0.28%"
"Jun 19, 2018","383.21","384.71","384.71","380.83","235.51M","-0.70%"
"Jun 18, 2018","385.91","388.75","388.87","384.59","190.92M","-0.83%"
"Jun 15, 2018","389.13","393.07","393.96","389.13","434.53M","-0.99%"
"Jun 14, 2018","393.04","386.99","393.89","385.52","277.19M","1.23%"
"Jun 13, 2018","388.25","388.00","389.13","387.08","222.02M","0.19%"
"Jun 12, 2018","387.53","388.70","389.64","387.33","215.22M","-0.11%"
"Jun 11, 2018","387.94","385.30","388.24","385.30","227.86M","0.73%"
"Jun 08, 2018","385.12","385.60","386.00","382.78","211.62M","-0.21%"
"Jun 07, 2018","385.94","387.13","389.06","385.33","249.24M","-0.24%"
"Jun 06, 2018","386.88","386.95","387.93","384.60","247.92M","-0.00%"
"Jun 05, 2018","386.89","387.86","390.02","386.89","244.52M","-0.31%"
"Jun 04, 2018","388.11","387.95","389.47","387.66","210.79M","0.31%"
"Jun 01, 2018","386.91","383.35","388.11","383.35","263.66M","1.01%"
"May 31, 2018","383.06","385.41","386.70","382.14","442.08M","-0.63%"
"May 30, 2018","385.49","383.98","385.49","383.21","296.91M","0.27%"
"May 29, 2018","384.47","388.82","388.82","382.84","384.52M","-1.37%"
"May 28, 2018","389.82","390.49","392.24","389.19","126.64M","-0.32%"
"May 25, 2018","391.08","391.20","392.91","389.72","266.44M","0.14%"
"May 24, 2018","390.54","392.66","394.11","389.51","235.07M","-0.52%"
"May 23, 2018","392.58","396.44","396.44","391.42","240.13M","-1.10%"
"May 22, 2018","396.94","396.02","397.86","395.66","228.13M","0.27%"
"May 21, 2018","395.87","394.83","396.41","394.83","189.22M","0.30%"
"May 18, 2018","394.67","395.37","396.04","393.79","280.10M","-0.28%"
"May 17, 2018","395.79","393.06","395.79","392.93","232.42M","0.66%"
"May 16, 2018","393.21","392.76","393.61","391.82","267.73M","0.21%"
"May 15, 2018","392.37","391.80","393.39","391.14","246.21M","0.05%"
"May 14, 2018","392.19","392.25","392.49","390.78","190.44M","-0.05%"
"May 11, 2018","392.40","391.96","392.56","391.54","201.49M","0.11%"
"May 10, 2018","391.97","391.93","392.77","390.55","221.67M","-0.12%"
"May 09, 2018","392.44","390.29","392.44","390.29","227.88M","0.63%"
"May 08, 2018","390.00","389.39","390.00","388.13","254.09M","0.13%"
"May 07, 2018","389.51","387.02","389.53","387.02","93.24M","0.64%"
"May 04, 2018","387.03","385.01","387.03","384.91","242.47M","0.63%"
"May 03, 2018","384.62","386.97","387.06","384.06","216.15M","-0.73%"
"May 02, 2018","387.44","385.06","387.85","385.06","240.86M","0.63%"
"May 01, 2018","385.03","385.42","385.81","384.88","170.16M","-0.08%"
"Apr 30, 2018","385.32","383.92","385.60","383.77","219.29M","0.18%"
"Apr 27, 2018","384.64","384.09","384.84","383.19","197.95M","0.23%"
"Apr 26, 2018","383.75","380.15","383.80","379.46","224.78M","0.94%"
"Apr 25, 2018","380.17","382.21","382.21","378.17","241.48M","-0.77%"
"Apr 24, 2018","383.11","383.23","384.34","381.52","235.88M","-0.02%"
"Apr 23, 2018","383.18","381.87","383.31","380.58","224.69M","0.35%"
"Apr 20, 2018","381.84","380.89","382.55","380.51","231.74M","-0.03%"
"Apr 19, 2018","381.95","381.78","382.41","381.16","207.20M","0.02%"
"Apr 18, 2018","381.86","380.45","382.01","380.30","216.97M","0.29%"
"Apr 17, 2018","380.77","377.98","381.50","377.95","213.09M","0.80%"
"Apr 16, 2018","377.74","379.18","379.56","377.05","187.92M","-0.39%"
"Apr 13, 2018","379.20","379.21","380.83","378.38","193.26M","0.10%"
"Apr 12, 2018","378.82","376.19","379.05","375.45","201.70M","0.70%"
"Apr 11, 2018","376.18","377.83","377.95","375.31","233.39M","-0.59%"
"Apr 10, 2018","378.42","376.52","378.48","376.52","230.76M","0.83%"
"Apr 09, 2018","375.30","375.43","377.11","373.88","204.14M","0.13%"
"Apr 06, 2018","374.82","374.90","376.21","373.89","209.67M","-0.35%"
"Apr 05, 2018","376.13","369.46","376.19","369.46","226.85M","2.40%"
"Apr 04, 2018","367.33","369.31","369.73","364.36","214.66M","-0.47%"
"Apr 03, 2018","369.07","369.71","370.66","366.93","207.71M","-0.49%"
"Mar 29, 2018","370.87","369.49","372.63","369.29","218.54M","0.44%"
"Mar 28, 2018","369.26","366.58","369.26","362.74","224.61M","0.46%"
"Mar 27, 2018","367.57","364.76","368.94","364.76","195.80M","1.21%"
"Mar 26, 2018","363.18","366.07","368.10","362.04","202.48M","-0.72%"
"Mar 23, 2018","365.82","367.87","367.92","363.05","270.03M","-0.90%"
"Mar 22, 2018","369.15","373.94","374.09","367.12","253.42M","-1.55%"
"Mar 21, 2018","374.96","375.66","375.98","373.69","205.41M","-0.16%"
"Mar 20, 2018","375.57","374.10","375.98","373.09","193.08M","0.51%"
"Mar 19, 2018","373.68","377.36","377.36","373.13","209.31M","-1.07%"
"Mar 16, 2018","377.71","376.67","379.10","376.56","410.02M","0.22%"
"Mar 15, 2018","376.88","375.33","377.54","374.56","228.07M","0.52%"
"Mar 14, 2018","374.94","375.31","377.71","374.37","209.54M","-0.15%"
"Mar 13, 2018","375.49","379.17","380.09","374.66","220.80M","-0.98%"
"Mar 12, 2018","379.20","379.10","380.11","378.11","183.29M","0.25%"
"Mar 09, 2018","378.24","376.47","378.89","376.11","207.63M","0.43%"
"Mar 08, 2018","376.62","372.57","377.06","372.42","232.92M","1.05%"
"Mar 07, 2018","372.71","370.72","373.36","369.18","234.66M","0.36%"
"Mar 06, 2018","371.37","371.61","374.13","371.36","238.18M","0.13%"
"Mar 05, 2018","370.87","366.80","371.17","366.24","245.79M","1.04%"
"Mar 02, 2018","367.04","373.27","373.27","366.57","295.36M","-2.09%"
"Mar 01, 2018","374.86","378.65","378.71","374.24","229.87M","-1.26%"
"Feb 28, 2018","379.63","381.97","382.24","379.63","236.34M","-0.71%"
"Feb 27, 2018","382.36","382.36","382.36","382.36","197.28M","-0.18%"
"Feb 26, 2018","383.06","382.23","384.13","382.14","169.91M","0.50%"
"Feb 23, 2018","381.16","381.02","381.46","379.33","199.36M","0.22%"
"Feb 22, 2018","380.34","379.87","380.86","376.92","228.66M","-0.20%"
"Feb 21, 2018","381.10","380.12","381.31","377.57","219.67M","0.16%"
"Feb 20, 2018","380.51","378.23","380.51","377.55","187.02M","0.60%"
"Feb 19, 2018","378.24","381.01","381.48","377.80","133.48M","-0.63%"
"Feb 16, 2018","380.62","377.48","381.18","377.48","197.04M","1.09%"
"Feb 15, 2018","376.51","375.13","378.32","375.13","224.93M","0.53%"
"Feb 14, 2018","374.53","371.39","375.18","369.45","261.17M","1.07%"
"Feb 13, 2018","370.58","373.10","374.00","370.58","198.92M","-0.63%"
"Feb 12, 2018","372.93","370.01","375.12","370.01","215.63M","1.17%"
"Feb 09, 2018","368.61","372.89","373.90","367.50","294.38M","-1.45%"
"Feb 08, 2018","374.03","380.43","380.43","373.21","290.49M","-1.60%"
"Feb 07, 2018","380.13","374.48","381.38","374.21","305.70M","1.97%"
"Feb 06, 2018","372.79","375.74","377.58","369.77","396.95M","-2.41%"
"Feb 05, 2018","382.00","386.86","386.86","381.64","251.42M","-1.56%"
"Feb 02, 2018","388.07","392.90","392.90","388.00","245.69M","-1.38%"
"Feb 01, 2018","393.49","396.43","398.50","392.71","250.79M","-0.50%"
"Jan 31, 2018","395.46","396.46","397.46","395.02","245.20M","-0.17%"
"Jan 30, 2018","396.12","398.43","398.82","395.57","233.46M","-0.92%"
"Jan 29, 2018","399.80","400.44","400.91","399.51","178.34M","-0.19%"
"Jan 26, 2018","400.57","398.60","401.06","398.58","189.27M","0.50%"
"Jan 25, 2018","398.56","400.52","401.87","397.57","216.46M","-0.56%"
"Jan 24, 2018","400.79","402.73","403.23","400.79","199.66M","-0.50%"
"Jan 23, 2018","402.81","402.78","403.72","401.97","205.86M","0.17%"
"Jan 22, 2018","402.11","401.00","402.16","400.56","206.73M","0.31%"
"Jan 19, 2018","400.88","398.91","401.15","398.78","219.88M","0.54%"
"Jan 18, 2018","398.73","398.50","399.49","397.46","208.66M","0.19%"
"Jan 17, 2018","397.97","397.52","398.76","396.94","217.48M","-0.10%"
"Jan 16, 2018","398.35","398.15","399.87","397.59","205.27M","0.13%"
"Jan 15, 2018","397.83","398.45","398.55","397.45","152.41M","-0.17%"
"Jan 12, 2018","398.49","397.42","398.87","396.95","250.44M","0.31%"
"Jan 11, 2018","397.25","398.86","399.12","396.56","248.80M","-0.34%"
"Jan 10, 2018","398.60","399.76","399.88","397.47","246.74M","-0.38%"
"Jan 09, 2018","400.11","398.49","400.31","398.49","196.02M","0.43%"
"Jan 08, 2018","398.41","397.92","398.96","397.72","181.33M","0.27%"
"Jan 05, 2018","397.35","393.98","397.35","393.98","184.70M","0.93%"
"Jan 04, 2018","393.68","391.11","394.26","391.11","218.30M","0.89%"
"Jan 03, 2018","390.22","388.74","391.10","388.74","178.57M","0.48%"
"Jan 02, 2018","388.35","389.15","389.28","386.78","167.61M","-0.21%"
"Dec 29, 2017","389.18","389.71","390.05","388.78","104.71M","-0.09%"
"Dec 28, 2017","389.54","390.68","390.82","389.09","105.55M","-0.26%"
"Dec 27, 2017","390.54","389.82","391.16","389.50","126.78M","0.07%"
"Dec 22, 2017","390.28","390.61","390.88","389.60","105.85M","-0.10%"
"Dec 21, 2017","390.69","387.96","390.84","386.81","180.00M","0.60%"
"Dec 20, 2017","388.37","391.03","391.17","387.78","185.41M","-0.68%"
"Dec 19, 2017","391.02","392.69","393.40","390.80","192.81M","-0.42%"
"Dec 18, 2017","392.66","389.01","393.01","389.01","192.73M","1.15%"
"Dec 15, 2017","388.19","388.54","388.67","387.07","352.73M","-0.19%"
"Dec 14, 2017","388.91","390.28","390.36","388.90","250.46M","-0.46%"
"Dec 13, 2017","390.70","391.56","391.56","390.70","268.94M","-0.24%"
"Dec 12, 2017","391.63","389.35","391.63","388.45","253.53M","0.66%"
"Dec 11, 2017","389.05","389.38","390.12","388.77","223.10M","-0.05%"
"Dec 08, 2017","389.25","387.77","390.17","387.77","262.01M","0.73%"
"Dec 07, 2017","386.41","386.16","387.75","385.63","237.69M","0.02%"
"Dec 06, 2017","386.32","385.88","386.96","383.00","223.05M","-0.11%"
"Dec 05, 2017","386.74","386.61","387.72","385.23","209.01M","-0.19%"
"Dec 04, 2017","387.47","384.89","388.99","384.89","198.44M","0.91%"
"Dec 01, 2017","383.97","386.72","387.45","383.21","227.55M","-0.70%"
"Nov 30, 2017","386.69","388.16","390.44","386.69","374.13M","-0.33%"
"Nov 29, 2017","387.96","388.89","390.70","387.92","251.43M","0.24%"
"Nov 28, 2017","387.02","385.06","387.30","384.74","199.60M","0.56%"
"Nov 27, 2017","384.87","386.14","387.76","384.87","168.60M","-0.46%"
"Nov 24, 2017","386.63","387.17","388.65","386.52","154.58M","-0.13%"
"Nov 23, 2017","387.12","386.32","387.68","384.65","163.80M","0.02%"
"Nov 22, 2017","387.06","388.20","389.68","387.06","201.80M","-0.27%"
"Nov 21, 2017","388.10","386.04","388.95","385.13","201.93M","0.44%"
"Nov 20, 2017","386.39","384.32","386.76","383.26","182.29M","0.67%"
"Nov 17, 2017","383.80","385.09","385.35","382.68","209.59M","-0.29%"
"Nov 16, 2017","384.93","382.79","385.30","382.79","221.40M","0.78%"
"Nov 15, 2017","381.96","383.44","383.44","379.94","251.14M","-0.49%"
"Nov 14, 2017","383.86","385.79","387.08","383.06","268.37M","-0.59%"
"Nov 13, 2017","386.13","388.15","388.81","384.05","208.06M","-0.66%"
"Nov 10, 2017","388.69","390.34","390.99","388.36","217.45M","-0.35%"
"Nov 09, 2017","390.07","394.58","394.74","389.64","245.02M","-1.11%"
"Nov 08, 2017","394.45","394.68","395.17","393.01","221.48M","-0.05%"
"Nov 07, 2017","394.65","397.04","397.80","394.31","200.65M","-0.49%"
"Nov 06, 2017","396.59","395.90","396.92","395.40","170.84M","0.13%"
"Nov 03, 2017","396.06","395.36","396.18","394.88","184.35M","0.28%"
"Nov 02, 2017","394.94","396.40","397.04","393.63","238.79M","-0.46%"
"Nov 01, 2017","396.77","395.91","398.05","395.91","251.69M","0.39%"
"Oct 31, 2017","395.22","394.02","395.53","393.95","188.22M","0.33%"
"Oct 30, 2017","393.91","393.24","394.49","392.82","198.99M","0.12%"
"Oct 27, 2017","393.43","392.25","393.76","392.22","247.95M","0.55%"
"Oct 26, 2017","391.27","387.02","391.45","386.44","278.29M","1.07%"
"Oct 25, 2017","387.13","388.98","390.52","386.74","214.67M","-0.57%"
"Oct 24, 2017","389.33","390.44","391.31","389.14","198.43M","-0.36%"
"Oct 23, 2017","390.74","390.65","391.59","389.80","153.27M","0.16%"
"Oct 20, 2017","390.13","389.39","390.51","389.32","208.78M","0.26%"
"Oct 19, 2017","389.11","391.17","391.17","387.81","218.26M","-0.63%"
"Oct 18, 2017","391.56","390.65","392.28","390.49","168.23M","0.29%"
"Oct 17, 2017","390.44","391.71","391.90","390.44","214.73M","-0.25%"
"Oct 16, 2017","391.41","392.09","392.42","391.30","185.51M","-0.00%"
"Oct 13, 2017","391.42","391.38","392.06","390.64","187.26M","0.29%"
"Oct 12, 2017","390.28","390.37","390.57","389.32","183.03M","0.03%"
"Oct 11, 2017","390.15","389.98","390.57","389.30","268.07M","-0.00%"
"Oct 10, 2017","390.16","389.81","390.61","389.37","198.44M","-0.01%"
"Oct 09, 2017","390.21","389.98","391.06","389.71","171.92M","0.19%"
"Oct 06, 2017","389.47","390.76","390.97","388.87","193.37M","-0.40%"
"Oct 05, 2017","391.03","389.83","391.03","389.27","222.08M","0.16%"
"Oct 04, 2017","390.40","390.95","391.09","389.30","254.28M","-0.08%"
"Oct 03, 2017","390.72","390.32","390.72","389.86","163.66M","0.15%"
"Oct 02, 2017","390.13","388.43","390.13","388.43","215.01M","0.51%"
"Sep 29, 2017","388.16","386.25","388.16","385.92","208.55M","0.47%"
"Sep 28, 2017","386.36","385.66","386.36","384.96","196.12M","0.19%"
"Sep 27, 2017","385.62","384.13","386.31","384.13","221.99M","0.41%"
"Sep 26, 2017","384.03","384.08","384.62","383.47","173.26M","0.03%"
"Sep 25, 2017","383.90","383.64","384.53","383.44","165.82M","0.18%"
"Sep 22, 2017","383.22","382.26","383.68","382.07","170.06M","0.09%"
"Sep 21, 2017","382.88","382.62","383.59","382.23","203.63M","0.24%"
"Sep 20, 2017","381.98","381.74","382.58","381.30","187.97M","-0.04%"
"Sep 19, 2017","382.12","381.26","382.16","380.97","182.53M","0.04%"
"Sep 18, 2017","381.95","381.93","383.08","381.56","187.76M","0.33%"
"Sep 15, 2017","380.71","381.98","381.98","380.02","355.87M","-0.28%"
"Sep 14, 2017","381.79","381.24","382.20","380.56","254.01M","0.12%"
"Sep 13, 2017","381.34","381.00","382.16","379.93","215.03M","-0.02%"
"Sep 12, 2017","381.42","379.80","381.98","379.80","197.49M","0.52%"
"Sep 11, 2017","379.43","376.39","379.43","376.39","175.05M","1.04%"
"Sep 08, 2017","375.51","374.33","375.64","373.42","170.70M","0.15%"
"Sep 07, 2017","374.95","374.13","375.91","373.40","188.06M","0.27%"
"Sep 06, 2017","373.95","372.96","374.63","371.62","196.61M","0.06%"
"Sep 05, 2017","373.71","374.19","375.89","373.41","159.64M","-0.12%"
"Sep 04, 2017","374.17","375.03","375.03","373.74","113.80M","-0.52%"
"Sep 01, 2017","376.14","374.56","376.85","374.56","160.84M","0.60%"
"Aug 31, 2017","373.88","371.73","374.79","371.73","217.12M","0.77%"
"Aug 30, 2017","371.01","369.89","371.62","369.88","159.32M","0.70%"
"Aug 29, 2017","368.42","371.23","371.23","365.99","205.18M","-1.04%"
"Aug 28, 2017","372.29","373.21","373.63","371.85","118.69M","-0.48%"
"Aug 25, 2017","374.07","374.93","376.19","374.07","137.48M","-0.12%"
"Aug 24, 2017","374.51","374.48","376.13","374.46","183.57M","0.16%"
"Aug 23, 2017","373.92","375.70","376.32","373.21","158.44M","-0.50%"
"Aug 22, 2017","375.80","373.41","375.97","373.41","164.30M","0.83%"
"Aug 21, 2017","372.72","373.45","374.51","371.73","145.02M","-0.40%"
"Aug 18, 2017","374.20","375.49","375.49","372.89","178.60M","-0.71%"
"Aug 17, 2017","376.87","378.67","379.48","376.67","164.52M","-0.59%"
"Aug 16, 2017","379.09","376.90","379.86","376.90","155.85M","0.69%"
"Aug 15, 2017","376.50","376.70","377.79","375.85","135.33M","0.09%"
"Aug 14, 2017","376.16","372.81","376.89","372.81","146.80M","1.08%"
"Aug 11, 2017","372.14","374.65","374.65","371.58","198.45M","-1.04%"
"Aug 10, 2017","376.05","379.51","379.51","375.42","182.63M","-1.00%"
"Aug 09, 2017","379.84","382.32","382.32","378.65","202.10M","-0.73%"
"Aug 08, 2017","382.65","381.85","383.23","380.81","155.09M","0.17%"
"Aug 07, 2017","382.01","382.40","383.14","381.40","150.20M","-0.14%"
"Aug 04, 2017","382.53","378.66","383.08","378.20","191.58M","0.95%"
"Aug 03, 2017","378.93","378.51","379.53","377.17","197.00M","0.08%"
"Aug 02, 2017","378.63","380.01","380.48","377.91","184.28M","-0.43%"
"Aug 01, 2017","380.26","378.24","381.12","377.96","193.12M","0.64%"
"Jul 31, 2017","377.85","378.42","380.07","377.57","216.16M","-0.13%"
"Jul 28, 2017","378.34","380.78","380.78","377.24","214.99M","-1.04%"
"Jul 27, 2017","382.32","382.40","383.64","381.51","223.08M","-0.11%"
"Jul 26, 2017","382.74","380.76","383.73","380.75","192.28M","0.52%"
"Jul 25, 2017","380.77","379.04","382.38","379.04","214.09M","0.41%"
"Jul 24, 2017","379.23","380.52","380.77","378.00","234.84M","-0.24%"
"Jul 21, 2017","380.16","383.77","384.55","379.01","213.67M","-1.02%"
"Jul 20, 2017","384.07","385.37","387.34","382.94","211.42M","-0.38%"
"Jul 19, 2017","385.54","383.77","385.70","383.17","194.44M","0.77%"
"Jul 18, 2017","382.58","386.21","386.29","382.03","196.12M","-1.11%"
"Jul 17, 2017","386.86","387.11","387.89","385.92","162.88M","0.01%"
"Jul 14, 2017","386.84","386.43","386.84","385.49","194.60M","0.18%"
"Jul 13, 2017","386.14","385.22","387.18","385.04","225.54M","0.32%"
"Jul 12, 2017","384.90","379.24","385.58","379.24","212.64M","1.52%"
"Jul 11, 2017","379.15","381.79","382.97","378.95","183.72M","-0.65%"
"Jul 10, 2017","381.64","380.77","382.21","380.63","168.55M","0.38%"
"Jul 07, 2017","380.18","380.31","380.33","378.83","190.35M","-0.07%"
"Jul 06, 2017","380.43","382.97","382.97","378.45","224.93M","-0.67%"
"Jul 05, 2017","382.99","382.30","383.28","381.12","230.63M","0.18%"
"Jul 04, 2017","382.30","382.84","383.57","381.74","170.92M","-0.29%"
"Jul 03, 2017","383.41","379.96","383.80","379.96","204.89M","1.06%"
"Jun 30, 2017","379.37","380.68","382.80","379.04","263.33M","-0.34%"
"Jun 29, 2017","380.66","386.23","387.73","380.22","288.30M","-1.34%"
"Jun 28, 2017","385.82","384.95","386.58","382.01","274.12M","-0.04%"
"Jun 27, 2017","385.98","388.64","388.64","385.57","226.55M","-0.79%"
"Jun 26, 2017","389.05","388.35","390.91","388.35","199.99M","0.37%"
"Jun 23, 2017","387.62","388.66","388.76","386.41","201.35M","-0.23%"
"Jun 22, 2017","388.53","388.21","388.71","386.10","216.68M","0.01%"
"Jun 21, 2017","388.50","388.69","389.09","385.83","230.72M","-0.18%"
"Jun 20, 2017","389.21","391.96","393.26","389.21","228.70M","-0.70%"
"Jun 19, 2017","391.94","389.83","392.45","389.83","175.47M","0.86%"
"Jun 16, 2017","388.60","386.49","388.68","386.49","467.44M","0.66%"
"Jun 15, 2017","386.05","387.53","387.53","383.74","278.72M","-0.39%"
"Jun 14, 2017","387.58","389.48","391.44","387.58","259.60M","-0.30%"
"Jun 13, 2017","388.75","387.28","389.49","387.28","206.34M","0.55%"
"Jun 12, 2017","386.62","389.60","389.60","386.17","212.58M","-0.97%"
"Jun 09, 2017","390.39","387.56","390.64","387.56","264.87M","0.32%"
"Jun 08, 2017","389.15","389.42","390.51","388.37","264.74M","-0.01%"
"Jun 07, 2017","389.18","389.32","391.81","388.45","265.80M","-0.06%"
"Jun 06, 2017","389.40","391.30","391.30","388.86","234.19M","-0.67%"
"Jun 05, 2017","392.04","392.71","392.87","391.65","171.90M","-0.13%"
"Jun 02, 2017","392.55","392.16","394.68","391.75","258.01M","0.23%"
"Jun 01, 2017","391.66","389.55","391.93","389.55","262.73M","0.43%"
"May 31, 2017","389.99","390.09","392.27","389.51","455.41M","-0.13%"
"May 30, 2017","390.50","390.51","391.00","388.97","224.20M","-0.19%"
"May 29, 2017","391.25","391.66","391.66","390.78","184.57M","-0.03%"
"May 26, 2017","391.35","391.50","391.57","389.44","224.75M","-0.20%"
"May 25, 2017","392.14","392.70","392.85","391.79","186.62M","-0.06%"
"May 24, 2017","392.37","392.42","392.78","391.63","220.77M","0.09%"
"May 23, 2017","392.02","390.79","392.62","390.47","221.17M","0.22%"
"May 22, 2017","391.14","391.90","392.48","390.80","214.86M","-0.09%"
"May 19, 2017","391.51","389.12","391.70","389.12","265.11M","0.60%"
"May 18, 2017","389.19","390.60","390.60","386.46","334.24M","-0.50%"
"May 17, 2017","391.14","394.76","395.44","390.15","285.98M","-1.20%"
"May 16, 2017","395.91","395.72","396.44","394.75","258.84M","-0.02%"
"May 15, 2017","395.97","396.10","396.55","394.70","223.00M","0.09%"
"May 12, 2017","395.63","394.57","395.63","394.20","260.01M","0.31%"
"May 11, 2017","394.39","396.47","396.47","393.47","287.64M","-0.52%"
"May 10, 2017","396.45","395.82","396.45","394.61","261.79M","0.16%"
"May 09, 2017","395.81","394.46","396.24","394.46","240.67M","0.45%"
"May 08, 2017","394.04","394.94","395.15","393.27","261.18M","-0.13%"
"May 05, 2017","394.54","391.44","394.54","390.45","301.54M","0.65%"
"May 04, 2017","391.98","389.71","391.98","389.71","317.79M","0.67%"
"May 03, 2017","389.37","389.34","389.39","388.46","215.29M","-0.04%"
"May 02, 2017","389.53","386.69","389.53","386.69","253.60M","0.75%"
"May 01, 2017","386.64","386.88","386.99","386.57","256.22M","-0.12%"
"Apr 28, 2017","387.09","387.36","387.67","386.73","305.52M","-0.18%"
"Apr 27, 2017","387.79","388.17","388.21","386.83","292.60M","-0.24%"
"Apr 26, 2017","388.73","386.61","388.88","386.29","286.03M","0.47%"
"Apr 25, 2017","386.91","386.21","387.99","386.15","268.09M","0.21%"
"Apr 24, 2017","386.09","379.05","386.23","379.05","408.18M","2.11%"
"Apr 21, 2017","378.12","378.22","379.21","377.17","286.52M","0.02%"
"Apr 20, 2017","378.06","376.96","378.55","376.28","248.43M","0.22%"
"Apr 19, 2017","377.24","376.47","378.02","376.23","276.54M","0.24%"
"Apr 18, 2017","376.35","380.96","381.37","376.35","284.60M","-1.11%"
"Apr 13, 2017","380.58","381.36","381.36","379.85","210.09M","-0.35%"
"Apr 12, 2017","381.90","381.78","383.91","381.60","244.03M","0.19%"
"Apr 11, 2017","381.18","380.57","382.52","379.31","244.20M","-0.02%"
"Apr 10, 2017","381.25","381.64","381.67","380.40","186.25M","-0.00%"
"Apr 07, 2017","381.26","380.02","381.26","378.90","214.58M","0.13%"
"Apr 06, 2017","380.77","379.04","380.98","377.16","235.25M","0.18%"
"Apr 05, 2017","380.09","380.07","381.71","379.82","228.89M","0.02%"
"Apr 04, 2017","380.03","379.05","380.08","378.63","242.60M","0.20%"
